iter	Logloss
603	0.05135917168
604	0.05119318602
605	0.05089538311
606	0.05070797999
607	0.05056136563
608	0.05055168107
609	0.05034811573
610	0.05024114658
611	0.05008034748
612	0.05000734806
613	0.04993554423
614	0.0498276858
615	0.04960877515
616	0.04942064501
617	0.04922324755
618	0.04909509203
619	0.04894026586
620	0.04881470325
621	0.048546803
622	0.04844682068
623	0.04842028861
624	0.04831898606
625	0.04819695292
626	0.04818745434
627	0.048154892
628	0.04812700915
629	0.0478798081
630	0.04774807884
631	0.04750114633
632	0.04727838563
633	0.04711602092
634	0.04709132379
635	0.04695560529
636	0.04688628448
637	0.04687048138
638	0.04674969979
639	0.04655995664
640	0.04649464569
641	0.04635816411
642	0.04626269505
643	0.04612078846
644	0.0459188672
645	0.04567786286
646	0.0455669393
647	0.04554355854
648	0.0454487229
649	0.04538430057
650	0.04523128722
651	0.04513403969
652	0.04492384117
653	0.04479868153
654	0.04457828552
655	0.04448723993
656	0.04447019246
657	0.04430228668
658	0.04424628322
659	0.04404420432
660	0.04390881707
661	0.04379847862
662	0.04362464686
663	0.04350445128
664	0.04335731749
665	0.0433010101
666	0.04311518939
667	0.04310200358
668	0.04307558582
669	0.04295600986
670	0.0428869061
671	0.04268820267
672	0.04250865299
673	0.04243950248
674	0.0423684952
675	0.0422053163
676	0.04220210681
677	0.04210416681
678	0.04189838695
679	0.04179347687
680	0.04160822278
681	0.0414876843
682	0.04129069753
683	0.0411796895
684	0.04106702461
685	0.0409258983
686	0.04081322149
687	0.04068287325
688	0.04055672128
689	0.04042701543
690	0.04032867968
691	0.04028081855
692	0.0401996554
693	0.04006816324
694	0.03995938775
695	0.03995173444
696	0.03977700616
697	0.03960519402
698	0.03944625104
699	0.03944051713
700	0.0394347884
701	0.03933072708
702	0.03925045436
703	0.0391162736
704	0.03910886585
705	0.03902088997
706	0.03889326878
707	0.03888609233
708	0.0387756992
709	0.03877011351
710	0.03867073285
711	0.03854556299
712	0.03845817183
713	0.03844376372
714	0.03843165868
715	0.03835682127
716	0.03818080923
717	0.03803431244
718	0.03795784851
719	0.03781018822
720	0.0376691248
721	0.03760935868
722	0.03746592321
723	0.03734716705
724	0.03719505883
725	0.03718824243
726	0.03716570409
727	0.0370501981
728	0.03698293962
729	0.0369021222
730	0.03688877308
731	0.03677276576
732	0.03664342395
733	0.03655042982
734	0.03647616072
735	0.036360893
736	0.03625808688
737	0.03618406448
738	0.03617116595
739	0.03601332405
740	0.03597319795
741	0.03584994952
742	0.03579577422
743	0.03573090697
744	0.03572145248
745	0.0355637267
746	0.03555480749
747	0.0354456731
748	0.03533667395
749	0.03533274537
750	0.03526010693
751	0.03520514905
752	0.03511810526
753	0.03500875768
754	0.03492875383
755	0.03486223984
756	0.03480191048
757	0.03466951416
758	0.03465862611
759	0.03455540604
760	0.03440176129
761	0.03435767345
762	0.0342551862
763	0.03418598873
764	0.03407719309
765	0.03407269178
766	0.03399341402
767	0.03398452756
768	0.03391329695
769	0.03387438297
770	0.03374215923
771	0.03365891916
772	0.03351801843
773	0.03342152547
774	0.03333386454
775	0.03320295718
776	0.03319540865
777	0.03310759496
778	0.03309842057
779	0.03308567176
780	0.0330830492
781	0.03303272275
782	0.03303041965
783	0.03302793104
784	0.03297370269
785	0.03290191427
786	0.03277576705
787	0.0327733114
788	0.03266255069
789	0.03259049425
790	0.03257728883
791	0.03243240158
792	0.03239710434
793	0.03239452469
794	0.03235938237
795	0.03229271525
796	0.03220808816
797	0.03216304179
798	0.03207449481
799	0.03195861858
800	0.03195611522
801	0.03178393036
802	0.03166881421
803	0.03166632511
804	0.03159215181
805	0.03155028312
806	0.03154775355
807	0.03152806439
808	0.03152524868
809	0.0314348253
810	0.03141544369
811	0.03140261494
812	0.03133557641
813	0.03124299538
814	0.03123227315
815	0.03121986879
816	0.03114218262
817	0.03107189529
818	0.03100765413
819	0.0310052771
820	0.03091084012
821	0.03087037461
822	0.0308582992
823	0.03080640799
824	0.03072248057
825	0.03063667601
826	0.03063397233
827	0.03050584316
828	0.03038803506
829	0.03025771206
830	0.0301827991
831	0.03017124065
832	0.0301102234
833	0.03008227821
834	0.03006481701
835	0.03006205614
836	0.03004414519
837	0.03002666659
838	0.02999986348
839	0.02999713831
840	0.02998029114
841	0.02987729187
842	0.02979463808
843	0.02976361991
844	0.02967680457
845	0.02967421095
846	0.02965767333
847	0.02956258418
848	0.02954649319
849	0.02949294137
850	0.02947716033
851	0.02936799692
852	0.02932136692
853	0.02923618358
854	0.02923361106
855	0.02921561032
856	0.029200721
857	0.02918621468
858	0.02918372558
859	0.02916951575
860	0.02915352028
861	0.02909783696
862	0.02902535546
863	0.02900873519
864	0.02899516192
865	0.02893352123
866	0.02884757538
867	0.028842077
868	0.02882581198
869	0.02881283478
870	0.02880011464
871	0.02869648597
872	0.02864437491
873	0.02859477524
874	0.02854470975
875	0.02848719666
876	0.0284582274
877	0.0283476228
878	0.02834528671
879	0.02833560926
880	0.02827868747
881	0.02827400971
882	0.02825082541
883	0.02815145056
884	0.0280250898
885	0.02793971868
886	0.02792774521
887	0.02792564231
888	0.02791111321
889	0.02789677936
890	0.0278503391
891	0.02783893502
892	0.02783688219
893	0.02782671357
894	0.02778141293
895	0.02770232123
896	0.02764701641
897	0.02755332738
898	0.02755107431
899	0.02747615198
900	0.02735706772
901	0.02735374411
902	0.02728503233
903	0.02728269103
904	0.02727164178
905	0.02722575139
906	0.02715199245
907	0.02709631451
908	0.02704699707
909	0.02700274719
910	0.0270008088
911	0.02690349161
912	0.0268925333
913	0.02682259036
914	0.02674601381
915	0.02674391333
916	0.02670217748
917	0.0266497338
918	0.02662427318
919	0.02662230621
920	0.02660914302
921	0.02655347703
922	0.02651034951
923	0.02640623938
924	0.02634099246
925	0.02627447059
926	0.02627248218
927	0.02625220178
928	0.0262502277
929	0.02623777223
930	0.02620370977
931	0.0261264473
932	0.0261043721
933	0.02609451102
934	0.02600025038
935	0.02594855883
936	0.02585669328
937	0.02585480977
938	0.0258429293
939	0.02583145416
940	0.0257726195
941	0.02577079037
942	0.02573927379
943	0.02566424267
944	0.02556326659
945	0.0255535509
946	0.0255347181
947	0.02548772767
948	0.02543496198
949	0.02542619122
950	0.02541507369
951	0.02532944268
952	0.02532064932
953	0.02531013737
954	0.02528041371
955	0.02527346609
956	0.02522168399
957	0.02518037794
958	0.02517854212
959	0.02514281814
960	0.02505000754
961	0.02496197339
962	0.02491564498
963	0.02480654273
964	0.024709755
965	0.02470791678
966	0.0246371254
967	0.02460998332
968	0.02460799488
969	0.02455951247
970	0.02453183204
971	0.02452522775
972	0.02448529577
973	0.02439354799
974	0.02438550606
975	0.02432867005
976	0.02425719733
977	0.02421628674
978	0.02420652818
979	0.02419887251
980	0.02419139045
981	0.02412248195
982	0.02409708511
983	0.02403979191
984	0.02396693478
985	0.02396504411
986	0.02391797016
987	0.02384625919
988	0.02384416584
989	0.02384212019
990	0.02377624921
991	0.0237391699
992	0.02373741985
993	0.02365882807
994	0.02365171361
995	0.02360736117
996	0.02358376253
997	0.02357684597
998	0.0235201328
999	0.02351706783
